features,class
"[1.3378321193897456, 0.3931789759116686, -0.44531393862011276, -0.3303876133643483, -0.04919630417134323, 0.11118152712483886, 0.02868854768312219, -0.06080694112604092, -0.0457838214565797, 0.005798020145734771, 0.012951164695905522, -0.031060346928372756, -0.027089208740727455]",blues
"[0.6936788088757028, 0.4009970078498045, 0.15689575651544696, 0.019914598315771085, -0.05678766778279372, -0.0720847267822814, -0.10297098287078989, -0.09520924921841467, -0.08661383079779415, -0.08063316564113125, -0.059218937581126244, -0.05911271015171894, -0.0435206121920736]",blues
"[1.166393733928995, 0.42261813093079514, -0.06674837658183451, -0.060242112382907574, -0.2638953482937143, -0.16740621115433515, -0.07933430307984576, -0.03765224641708678, 0.10249490226297235, 0.07960418839592179, 0.09178833906127559, 0.09345505516156158, -0.017106034913990164]",blues
"[1.0881391767509332, 0.5391633847978125, 0.0670722678847514, -0.09279301616478358, -0.2273870578511907, -0.1505717113503712, -0.04851929864169688, -0.001990465351381626, 0.07999250240864873, 0.06220235799107391, 0.05829432806332528, 0.0696347690171739, 0.01249386699388046]",blues
"[0.7799403475315732, 0.34198544747453774, 0.010605940511438632, 0.01648354728003419, -0.03960336347283181, 0.011894267971091072, 0.0605914248814401, 0.05234490907114188, 0.040847241425974144, -0.025573280739066, 0.006905205130770257, 0.04948169628787066, -0.00804419064004395]",blues
"[0.9060856752791957, 0.3227380865954542, -0.08915171434675533, -0.03962202255636682, -0.09489286603819816, -0.04885806947307943, -0.019644812619495917, -0.006955496595731732, 0.05837760323363735, 0.02076129912874008, 0.03559232613771497, 0.06742917822563356, -0.015107575934583098]",blues
"[0.9374047921695406, 0.3467439366072925, -0.08319852570149933, -0.006553484502250641, -0.030500579593777923, -0.026483002119715316, -0.00958932048484599, 0.0011395461511069774, 0.016336809505270694, -0.02217081737893134, 0.037062569661183674, 0.07213331414347243, -0.01658411227609999]",blues
"[1.0237026829993086, 0.5005304201766189, 0.07588983414106171, 0.01031008431672339, -0.17615351798607015, -0.13021643243395686, -0.0248951606833921, -0.018380495544553635, 0.03155581713830117, 0.013111835917620105, 0.03370430045272347, 0.07778305133050424, 0.028657393775589974]",blues
"[0.8731363945566109, 0.3924948292873763, 0.02695508029188778, -0.06037484417508648, -0.1218355663736041, -0.01763592685838051, 0.0614670685257563, 0.06269828941596074, 0.04857469031627637, -0.04374375336174668, -0.054535887793887045, 0.00012370289670258662, -0.00382452049497531]",blues
"[1.0103997261586573, 0.3995200616754893, -0.07034339004369283, -0.06156082396998222, -0.1370222085254716, -0.07515532730632263, -0.022157407591092134, -0.012255962569179614, 0.043155728409008005, 0.019917480427556703, 0.0597798573423435, 0.08548960364171448, 0.022726545047395002]",blues
"[0.8634291759355568, 0.39470089580462286, -0.010781543669542742, -0.07636872891919752, -0.09930250940191601, -0.05422751113201435, -0.006560892079774914, 0.0037042868473304348, 0.01595907027842089, 0.014853786811308336, 0.04514292233615049, 0.041292409593120145, -0.02053296916301648]",blues
"[1.0397066214427113, 0.4998294296277669, 0.09497133895084112, 0.057776502411853434, -0.09113357806137087, -0.08513758182775087, -0.06391962611635679, -0.04944058074242594, -0.01259058887410939, -0.07224411319914678, -0.019442206937189743, 0.017218091871858326, -0.044528733358132275]",blues
"[1.179192673214286, 0.5109974495661832, 0.03969147880281314, 0.03757810212153849, -0.10106313730462935, -0.004843791502240946, 0.016147931653936763, -0.023323040608143858, 0.02015404228384394, -0.061170641856532024, -0.017619592529313888, 0.033584739651588716, -0.04663445619630109]",blues
"[1.0776364057347925, 0.4451827148717396, -0.07421544222614487, -0.08952718687068359, -0.24761287307756494, -0.19954865279404838, -0.04031318444706192, 0.03006725360669926, 0.07116836724064178, 0.022070082728556636, 0.016338647250911033, 0.011126037615442754, -0.016468617529939954]",blues
"[0.9417268159538478, 0.4341255618008413, 0.022293165598731915, -0.0466713934578996, -0.21789125425262135, -0.15697049967286425, -0.049103400311732666, -0.021320851905630264, 0.02644624574437891, 0.01705209415305478, 0.046365813015094265, 0.05223954826330558, 0.03249041314903869]",blues
"[0.9876822954417043, 0.467799005736491, 0.05660712349742967, 0.015969276520229652, -0.17668195329601116, -0.12911545235304162, 0.0032861770933273423, -0.018569091095317805, -0.01839596254482765, -0.015117963660332039, -0.0011945037734382427, -0.005031075004207949, 0.010987268106860326]",blues
"[0.8231716549520454, 0.3510259961436782, -0.009494441785526962, -0.02402830185887658, -0.1295677173580122, -0.07223690461109292, 0.0013499523159935171, -0.02108877210065619, -0.028674461153418124, -0.0583636950841612, -0.03716503076493692, -0.010249513988366772, 0.004111591355074477]",blues
"[1.0768618978310014, 0.3592048110074414, -0.10743166957880103, -0.03988124186743859, -0.2600530928586865, -0.16452352574767762, -0.028583132640838456, -0.06658186990543383, -0.011587188717749315, -0.022184028361170376, -0.043987042354430364, -0.03577763257982892, -0.0035519550394677905]",blues
"[1.0116026008241044, 0.4173125915014553, -0.08888118255599045, -0.08585000263606854, -0.2137958879088486, -0.23524573432531426, -0.11442182307385426, -0.03395470181968295, 0.018504985307865245, 0.016572847659135807, 0.05521803149898501, 0.05983304840511844, 0.04210664884734859]",blues
"[1.0862562643736289, 0.5157960806777812, 0.06434597139584133, -0.23778130284892465, -0.2515838363955602, -0.241449736669819, -0.20382024035072135, -0.12146752015158979, -0.11349719756393023, -0.0719471133480552, -0.04079766716384983, 0.03827738114520173, 0.08783361751222643]",blues
"[1.3681935536767684, 0.7353772544405006, 0.1479232848008361, -0.27400693969646245, -0.3513667572434926, -0.35928393107067724, -0.3265486057397856, -0.21608261145327462, -0.12650039711081565, -0.028602608754278166, 0.008973085580750514, 0.058699421495100844, 0.08162377474737141]",blues
"[1.2613551084934562, 0.6401214613727966, 0.06789388850850699, -0.30746427308004565, -0.36918203980594466, -0.3468979062508215, -0.2553984548080844, -0.12953447022183584, -0.08451771998442337, -0.028724542454811278, 0.007113993183146197, 0.06017654797627235, 0.11565032147964557]",blues
"[0.901484041130938, 0.48536832063710983, 0.13494766992703827, -0.10316110315525172, -0.17056458487708065, -0.22956531189565701, -0.2548245562534577, -0.1949011755630812, -0.14290032530690833, -0.0623435800451777, 0.009214760351282577, 0.04209741862477825, 0.06460286002245282]",blues
"[1.170246367779916, 0.6286209171967898, 0.1626216575900211, -0.24419241958356364, -0.31109549143479975, -0.3072879140592909, -0.282676874258569, -0.1799690445633376, -0.11866393023915925, -0.027727348758045008, 0.00679399633559433, 0.04160780280686447, 0.055973890715440955]",blues
"[1.1954315703569076, 0.5610524063819292, 0.04103507410507408, -0.24925832036300566, -0.26772937323425217, -0.2884630892213588, -0.2600672144746016, -0.12970434316258675, -0.09076052923185866, -0.030726383911081, -0.005855209871115748, 0.047067800095599875, 0.056722049925157426]",blues
"[1.4668852965172137, 0.707937488380562, 0.036785884389620216, -0.3255291027669584, -0.32553487602462233, -0.3371372037755163, -0.3099161075073584, -0.19538071739085833, -0.12516222533178173, 0.005414682021703123, 0.04009052733468197, 0.06647213329340217, 0.07880312276654901]",blues
"[1.4700566087783622, 0.7439677036880745, 0.022966831104195798, -0.40988737766081884, -0.450131059524634, -0.3961464386349719, -0.2982037042524715, -0.13352689160626108, -0.04295931693549117, 0.026043499875548392, 0.056844836157107254, 0.08975209247534485, 0.12583333913874165]",blues
"[0.6975644527556288, 0.3050488202023303, 0.006841318248064432, -0.07177884079699008, -0.08403412602684736, -0.13939084526522366, -0.17137273286065752, -0.09795443831723365, -0.05486876901928806, -0.033289555411157815, -0.029064917883194007, -0.006627989902690568, 0.020351343571292813]",blues
"[1.379769085903394, 0.6976912782888057, 0.12290964055730141, -0.286844082217162, -0.36734785720499036, -0.3902097093878431, -0.336487393896439, -0.19070514213389206, -0.09425939399543744, 0.04207359093549264, 0.10344505920604603, 0.0974968339164146, 0.06994082469812504]",blues
"[0.8212842520429428, 0.4462707032529439, 0.07847926303801508, -0.1595243463094332, -0.20787283342848478, -0.20823916531038508, -0.1858429875443488, -0.1084250296601739, -0.06882935511249438, -0.04295813300827031, -0.015726901690088717, 0.004322379439647112, 0.039357538349353315]",blues
"[1.5397124155236406, 0.49610610495258534, 0.18503406692509272, 0.08179901888282891, -0.26599453523382083, -0.16127083593148966, -0.21445922572273762, -0.1226379079385854, -0.05148437711171626, -0.0333987656782499, -0.014023207414204243, 0.024891810511422384, -0.034062679705410284]",blues
"[1.54433103644719, 0.48947476811107116, 0.15313922287970405, 0.0835173094794086, -0.11663709252613663, -0.11541591840136282, -0.20707939335719736, -0.16539319746792158, -0.10148844790423041, -0.0656101486488412, -0.09971995531122228, -0.023862453967825138, -0.038909064623244255]",blues
"[1.3127413656250635, 0.4234045618267682, 0.2541490193367935, 0.2628971972279233, -0.1332221167704279, -0.18613493523309238, -0.18681580775882892, -0.1464955445062416, -0.16902969328289555, -0.0826109239522121, -0.08770074451568995, -0.11616049351022623, -0.04735910764380531]",blues
"[1.4906477023860503, 0.5012095750580358, 0.10091028027591721, 0.07269441002276343, -0.10134074893539889, -0.17158951805688952, -0.225554539891892, -0.13948841151298455, -0.0692232435030905, -0.009705179095541605, -0.05019384821597224, -0.03293112123136833, -0.062155295413738064]",blues
"[1.5443870474534718, 0.5306993382246811, 0.2330768142033105, 0.16568430770632617, -0.1419723828197861, -0.17215991911116865, -0.22004862106922127, -0.13239153813577345, -0.13862924030921572, -0.08005891200337327, -0.12075109201976236, -0.11243494081218018, -0.039744142964738986]",blues
"[1.3258227952591801, 0.6960269868200553, 0.420634188000264, 0.12432525911818593, -0.2701069621330575, -0.3088495820481183, -0.3217313324428414, -0.26144066923710935, -0.18920303265468633, -0.10338099774908317, -0.06407952541024771, -0.036459452974932124, 0.011696736642594739]",blues
"[1.1077613021420294, 0.5521078384700894, 0.31467975495325473, 0.07053474067271187, -0.1754545591755455, -0.18278347279175616, -0.18714250242379346, -0.11331674606869649, -0.08666872557238149, -0.038757603960694116, -0.045418670047819465, -0.03577021444149417, -0.022822653149495595]",blues
"[1.285837236256552, 0.5322358766815367, 0.21339446146000954, -0.015977099108669082, -0.2912893653697237, -0.19967255849498838, -0.18181899116028918, -0.055568268922082026, 0.0053621582683651805, -0.006726087296911273, -0.081777488752023, -0.09155087623321778, -0.06147936249055207]",blues
"[1.5259311853118211, 0.45622194268530886, 0.03556816440635424, 0.0933680675971964, -0.16844233133865513, -0.12904668059157684, -0.16650389619340833, -0.1416843047480139, -0.08378417318180388, -0.056332964197410504, -0.05323102702166516, -0.023863749189610237, -0.042017246100230055]",blues
"[0.9204146669432194, 0.5301006229875543, 0.25103306002751896, -0.03736760763705777, -0.25503846160790306, -0.23912135832065942, -0.20663041227701381, -0.07229954285276714, -0.0008287522295406053, 0.014670388163757417, 0.026734492371183586, -0.018048557371115184, -0.02213355207986827]",blues
"[1.8458564119123733, 0.652783922368429, 0.10778045780413882, 0.237354054374766, -0.09853629595843254, -0.1962851740909536, -0.1725019541436868, -0.10385086364220923, -0.09064330548511132, -0.05541302061001075, -0.04345990122852428, -0.0550043531948086, -0.06813864802800879]",blues
"[2.09685516454225, 0.632817035706488, -0.03138672431235032, 0.21081980714328333, -0.21470361415589687, -0.07727101138900143, 0.012795183481207974, -0.19720314541263712, -0.2209687854242293, -0.11992637664137135, -0.09773103325994302, -0.11068184695258208, -0.10565473567707209]",blues
"[1.0779128390560502, 0.47553073320433636, 0.17810813406755835, 0.16804180877991787, -0.1124023647281526, -0.12334631445511758, -0.12895820430948832, -0.15269003385186147, -0.08886079982350169, -0.07853557119882353, -0.051010885432447375, -0.03234456608185858, -0.047774197480312294]",blues
"[1.8549131839989825, 0.3821439075968182, -0.11210743639884022, 0.27144766060153414, -0.12475830618547074, -0.04376865027648493, 0.002082366232851267, -0.09729631044024944, -0.09896549792578807, -0.06862020491127323, -0.06484611204883468, -0.05700259169815087, -0.06791183610641044]",blues
"[2.06226549637665, 0.6102906913580817, 0.030329889001511484, 0.32102071618858713, -0.14505823040753896, -0.21526912281489094, -0.09807911462144775, -0.15553148402787328, -0.2550252582673661, -0.14585232373421103, -0.05962758146036242, -0.034385508099438127, -0.01807809780022688]",blues
"[1.6817133461179683, 0.4673463790229737, 0.02156156645406568, 0.2940870817953236, -0.10032667336429495, -0.07544851475484884, -0.04710250236999909, -0.13946762281389247, -0.09423221641687377, -0.0773010062081913, -0.08535034625772442, -0.06322943344698864, -0.0756237776054904]",blues
"[1.4539254083919047, 0.5915913729958252, 0.1900731273951059, 0.16183325887713707, -0.11249682292728568, -0.1121908835649406, -0.14675086425585296, -0.1816063509778034, -0.1458437028538823, -0.10827323320177756, -0.08708090456305355, -0.0890899846867372, -0.10414952279695194]",blues
"[1.7856319384769506, 0.5960273650287317, 0.05747172264002448, 0.2539517708146506, -0.1202509371224924, -0.20860641624885054, -0.1298666557259203, -0.15348768743429933, -0.18245745737094285, -0.08526222686152549, -0.0794181079413644, -0.08252694088707382, -0.04593234334075827]",blues
"[1.7495172424783227, 0.49260281841852166, -0.027187626133830186, 0.09364662129106038, -0.21884605629429635, -0.07697681868622733, -0.012272403513292672, -0.028942466551589698, -0.01630674284049176, -0.05568315287910875, -0.09987077892606863, -0.05587313065887954, -0.07400397358799153]",blues
"[1.777605651786757, 0.42079485770566016, 0.12274365621325684, 0.3065278230139073, -0.2534254316471216, -0.06177004616697082, -0.054499998625576904, -0.17116296327230512, -0.08534640930357916, -0.06639374648275335, -0.05708155446817578, -0.043286412252141415, -0.08995964766384631]",blues
"[1.9858166625932407, 0.6386547673530345, 0.06199803719946903, 0.32847732356227544, -0.10735932631451488, -0.2135396214479854, -0.14778370568220833, -0.16616578912588634, -0.16916647126837886, -0.10057922725647335, -0.09553041982174551, -0.06419158616429864, -0.0427287783760439]",blues
"[1.7529498608071035, 0.23102998894554908, 0.04349679376562674, 0.18552304631735603, -0.33978608913488634, -0.08323003931842334, -0.21659412816076368, -0.17961906514302645, -0.16004093650240367, -0.03600213886444947, -0.019495378510296646, -0.03222378731761732, 0.01718392331573918]",blues
"[1.3006584808677895, 0.1960491096663684, -0.1311253894903978, -0.0003252603617558946, -0.13051231523245532, -0.019941875518915277, -0.20581774097625422, -0.12618818338426777, -0.12260976631681264, -0.05415495481158157, -0.0022872147861437682, -0.05286895769517623, -0.03204279003218215]",blues
"[1.2494739638963719, 0.08965339529696578, -0.11981931927035781, -0.09226060089649941, -0.18530357898016042, 0.008143829890808894, -0.11152082039972906, -0.04354044381846455, -0.1316667227859444, -0.03128153499105011, 0.05395504289653514, -0.002736858972489499, -0.0455608336457536]",blues
"[1.5116790177067743, 0.18241008623387722, -0.1578657499098832, -0.13694752195038176, -0.3729328723796414, 0.048347404592732554, -0.04295495613882531, -0.0731048401564727, -0.0466495793779703, -0.020789597022193105, 0.031381238314891764, -0.004391214702449426, -0.07129404648356381]",blues
"[1.3114049912054526, 0.04524879724138883, -0.20165435416356517, -0.11645386677765865, -0.19044768251166982, 0.021134635512333765, -0.09502367438544361, -0.028572779433095732, -0.07779244590910303, 0.009323165246222431, 0.04436710155221609, -0.011674432302964742, -0.03798033703174616]",blues
"[1.404648610084995, 0.2740983875706634, -0.048375826228929907, 0.00871862201580477, -0.15602032695972198, -0.012080468557653545, -0.10894124308445194, -0.08029712797680841, -0.12489120341331961, -0.08621111197540314, -0.060990253054520695, -0.08525586405029108, -0.04816642535076064]",blues
"[1.5708875632651012, 0.30822524431788445, -0.20421231786606805, -0.10739104069179181, -0.1957759819098981, 0.021558595665027023, -0.09210870841530193, -0.10608893358588072, -0.0835738885991778, -0.05471055545297489, -0.014837790124184928, -0.05120325559731599, -0.10373013598552179]",blues
"[1.3235588800069686, 0.20194994334202812, -0.14194624732334107, -0.11307935237311771, -0.20439070839900048, 0.11065315194777837, -0.039703620624768454, -0.12364954510418028, -0.07873756455839492, -0.03546369521889613, -0.00270418133208221, -0.0379309718193125, -0.0933129312329493]",blues
"[1.4073096930957558, 0.16041365398487775, -0.25763528714597744, -0.20844413912002935, -0.2943351937631229, -0.023421373433677194, -0.12943936927241217, -0.01745696344692873, -0.033942046170423755, 0.009238012289064356, 0.07442582219760444, 0.026960507465502537, 0.0044703313193693575]",blues
"[1.3008948993128608, 0.2504561882537085, -0.22851546051952426, -0.12982375874065563, -0.1259601710764462, -0.012484065542932, -0.059585697501469186, -0.06039579304961678, -0.116135759631115, -0.019422718681570802, -0.017459783473553838, -0.0243818646093211, -0.01431309183135346]",blues
"[1.529036477299693, 0.25166347136199474, -0.13745786858392672, -0.10581085974730475, -0.2937949765346463, 0.07002194250577497, -0.058337847676341315, -0.11213818334721308, -0.07914589884004951, -0.07487952265072972, -0.01727420288976775, -0.018427194047327716, -0.07369699924130182]",blues
"[1.3110354052922257, 0.29172517004279447, -0.017368500162795578, -0.2806682071678931, -0.3132317722686424, -0.022310199202933482, -0.13036165986312442, -0.019289443278425977, -0.07441832677176924, 0.045114916817657114, 0.038471267863904327, -0.03356593668301362, -0.040783830466693226]",blues
"[2.477411701824454, 0.7275981855744759, -0.10275227590756757, 0.008380394545047843, -0.29982581195410807, -0.09724989191480284, -0.006381899983919128, 0.003852396290002525, -0.035569038747650675, -0.03832133067237054, -0.1315916210821514, -0.15444551537482315, -0.10058907293720225]",blues
"[2.0634390166079752, 0.4938135246794925, -0.026986003129499402, -0.042087047041366454, -0.11962381551474571, -0.12961278425194458, -0.10643281895464016, -0.00947988849172802, -0.181645107127948, -0.059544643591791624, -0.11339584127158565, -0.056852400162719904, -0.05164361512765067]",blues
"[1.8788869887175201, 0.5016624622732908, 0.12418892525568304, 0.2712098066415775, -0.0978687661030172, -0.12670992982233656, -0.10507059271878927, -0.07317948261598486, -0.11437864737655026, -0.0695537633307813, -0.0952591187767161, -0.039645384010157124, -0.0323499618344906]",blues
"[2.2633800848371024, 0.4586969839017679, 0.08922728877537262, 0.3879316531797738, -0.0065773577834192885, -0.002497099513848054, -0.09430607752786194, -0.16298754577242455, -0.20970303191188017, -0.17664959944423902, -0.14690353296864156, -0.023543489847846655, -0.1798664010541224]",blues
"[2.337691222823242, 0.5351740909002535, -0.22754182401933581, 0.1499962522999467, -0.038534736019252586, -0.23986702570891885, -0.22108138558258508, -0.13103723989465968, -0.24980686078374714, -0.11761828173947651, -0.06472285568332031, -0.043125625642646465, -0.06185622371242609]",blues
"[2.549458215864603, 0.4802155512110117, -0.32396127074541486, 0.08845495122136937, -0.1068448544734474, -0.19956256967222533, -0.24818797254005104, -0.15774874669853145, -0.22628865084651778, -0.08451863297599907, -0.04434111862647758, -0.01267139609471942, -0.03712694240993602]",blues
"[2.6695308587315245, 0.5612743647601336, -0.08541039428851645, 0.22116791749736164, -0.11189724494438895, -0.24207088569502694, -0.33053988220026154, -0.2590303175929531, -0.337785842739486, -0.09643375800792295, -0.024643008756244065, -0.09014162823691398, -0.07766741573633346]",blues
"[2.226249420795624, 0.6015557344693068, -0.36171381470312985, -0.0018590000181081163, -0.06729523182233957, -0.10859209681379603, -0.15650289009755744, -0.17282234597612375, -0.2015569721179546, -0.13183611800715775, -0.067400248183911, -0.0838625598360689, -0.06917986267626648]",blues
"[2.514789350922847, 0.4029122321418842, -0.5161766297899202, 0.10010626547795896, -0.1065071977752144, -0.11775387344785908, -0.20346767827097606, -0.14132485587792973, -0.1592489511190488, -0.11759872555668854, -0.0767611475220048, -0.10448964092591795, -0.009055264040971709]",blues
"[2.441354737890057, 0.5711377323853906, -0.4005012386804342, -0.10608485764341163, -0.12480354650591388, -0.05887227312029023, -0.0992908668006242, -0.1346139350073055, -0.21342272481443142, -0.08720811027882794, -0.07311833426144541, -0.0385812917983042, -0.08597797621956983]",blues
"[2.4585764525915716, 0.6304238465244848, 0.026804166549108593, 0.36108358264521845, 0.024942016878668538, -0.02055900582309955, -0.11152946252811152, -0.1544475495881289, -0.2553769978449665, -0.12264246309340318, -0.17823932973784964, -0.1805610399261198, -0.09316178248072603]",blues
"[2.3573694666096494, 0.5909087156331134, -0.3022095945283933, 0.13779316497041574, 0.0011685246109937406, -0.13304887259486606, -0.0781166041289459, -0.11068098000220597, -0.2166872279348608, -0.09396691804021462, -0.07087867965471233, -0.10265629136702985, -0.07388843051146285]",blues
"[1.489661782751391, 0.6683175128353037, 0.06503450337616239, 0.022676449239448525, -0.12543546052365992, -0.21955454335328628, -0.18016339121920308, -0.07742819512569181, -0.09296209683724102, -0.14861608134554635, -0.14174746221746576, -0.11472169760653723, -0.03039084940360892]",blues
"[1.1926641732691354, 0.6335309279822181, 0.19067772085364043, 0.006900592297044143, -0.11616948436739453, -0.16098725880328676, -0.1845676549842723, -0.16165282619174662, -0.16193332963996795, -0.12488261119464743, -0.0615017588396355, -0.016287104785078527, 0.01143039564637921]",blues
"[1.4952478076605518, 0.7498610202955338, 0.17220013280613877, -0.027892453393352452, -0.18308249934399842, -0.1980237189570405, -0.17790092464146015, -0.10486888243773923, -0.09852591727457377, -0.11468860817159045, -0.14938600170481525, -0.14217615368747288, -0.07337741553767807]",blues
"[1.2723485428120456, 0.7724560907284174, 0.25070270459037647, 0.016299992820841512, -0.15571304917870063, -0.24159341283615496, -0.24415989369810348, -0.207043938148035, -0.14618118663134777, -0.10595744616947668, -0.07883020185485401, -0.07156197074884159, -0.026542332862414506]",blues
"[0.591303226706182, 0.3843781874142461, 0.1491610572362213, 0.01750619881427901, -0.05034964027335299, -0.08010946304523305, -0.11791185690487953, -0.13457357905542286, -0.11856620059854854, -0.10560329114022755, -0.06828705327964063, -0.04569689076477786, -0.013404083907697286]",blues
"[1.3222766871712477, 0.6491761239652618, 0.24101214843369276, 0.04457877402794937, -0.15602754068507385, -0.18786617087230212, -0.17792914236390317, -0.1390903670774698, -0.14608844697125353, -0.14075157446269823, -0.16142868199941712, -0.11097396712323997, -0.04121043008750641]",blues
"[1.049742828757751, 0.6096528646514283, 0.19672000261048717, 0.06797695851958475, -0.015683891492353358, -0.11114245993758713, -0.18744743980834852, -0.19704876651930867, -0.1762333592545329, -0.1404955195508391, -0.09001872213949853, -0.08648642148369066, -0.051152087875196206]",blues
"[0.6835227230560373, 0.4172380541254114, 0.1908995053631645, 0.0578412206826266, -0.06365222407592877, -0.11273992537437405, -0.13071175110598582, -0.12248962007844362, -0.11123096895581873, -0.1078725033977518, -0.07345388123143283, -0.04638860046993145, -0.009529548571962686]",blues
"[0.7191426632583325, 0.4916079810732289, 0.18021227609035745, 0.008761755048579702, -0.036064819459439325, -0.08454999903178696, -0.15166784260145313, -0.1540315458326746, -0.1175594195035993, -0.09465639471309438, -0.06343772185702277, -0.06914715961008118, -0.03421131088475712]",blues
"[1.292912463462008, 0.6654715426010027, 0.28060530924944493, 0.17795010039292242, -0.029975732868587027, -0.13136536606775936, -0.22526709841619333, -0.21347451790515484, -0.20713412048201812, -0.1977925083451444, -0.1528729758622684, -0.13293779472204112, -0.0645810855969891]",blues
"[1.7532735728424103, 0.8593902323711635, 0.07702177017786306, -0.08173436588351728, -0.0906070934483097, -0.09626624065167623, -0.19337461831576722, -0.2517713434679475, -0.1977109417522955, -0.13459482955496405, -0.17750764662637578, -0.13425730928175364, -0.030006404569467647]",blues
"[0.6511505865361059, 0.32549553168462875, -0.004931722902584698, -0.12574553229620852, -0.11662916895389401, -0.08711774371020414, -0.09832139638024853, -0.06938598658433419, -0.02539612376338409, -0.009958504093887849, -0.0012993250671636154, -0.02167279181264405, -0.01747965923466921]",blues
"[1.7068100002529107, 0.91737375056541, 0.28877002121927264, 0.0701558264586505, -0.20074783942138974, -0.2694101893611353, -0.26090585679290845, -0.2525997068747499, -0.1965765595468597, -0.13682492697703189, -0.09884185985916925, -0.1050565044813963, -0.08818587691304765]",blues
"[1.552607913375163, 0.2915986027648774, -0.053907858737562986, 0.12190586626862876, -0.14732751254172333, -0.07249356611998399, -0.19599136150108862, -0.1365718956660821, -0.11090743296623241, -0.10072628464774264, -0.03492947038649009, -0.03312611050883966, -0.052456863334878666]",blues
"[1.1952879769578386, 0.314876244768607, -0.2741622677813585, -0.05624720035097481, -0.011670337774213595, -0.0295695862125265, -0.1502697865929502, -0.09912371110617554, -0.023881150568874042, -0.05243613691285655, 0.003608957095705526, -0.02244940147316342, -0.031979272807903344]",blues
"[0.6263557442319961, 0.15837234491197064, -0.19388758613271143, -0.028181950035821694, 0.038478365465471426, -0.016646530683861717, -0.0484915559395099, -0.01350257506423021, 0.004700792877251652, -0.028053962823690357, -0.030784250378429526, -0.01228109466903813, 0.004363431742196732]",classical
"[0.5212434280200309, 0.13918993355585055, -0.17931354695878848, -0.05930871077459124, 0.03767402605332545, -0.011690440524557205, -0.06619520044827132, -0.012658649238679362, 0.03688508014613823, 0.005673046002744238, -0.016959202280294502, -0.011763090596625352, 0.01740545624557436]",classical
"[0.7295081368410339, 0.2167149120957427, -0.18883451006185015, -0.04193877367591777, 0.02170266138570527, -0.031992541296189676, -0.06470860349355952, -0.0037772685726373736, 0.02239546126470317, -0.0384891651452187, -0.0616601991639183, -0.03852570336749963, -0.00441289336174411]",classical
