features,class
"[-173.81046, 137.17355, -23.72303, 26.979677, -16.67521, 4.1947308, -12.571788, 5.851669, -2.8769505, -1.1783808, -1.9682406, 1.8011796, -3.0069504, -1.8669492, -0.7912434, -3.0062356, -0.43072954, -1.9965144, -0.750104, -5.0069656, -1.8180922, 0.81014603, 2.505248, -1.6428747, -3.3367784, -0.14087574, 4.4892826, 8.856526, 9.321396, 1.2949806, -1.8138595, -6.4791427, -3.8715277, 1.7992786, -3.1962483, -5.8534436, -6.7214494, -1.433683, 3.279423, 1.2398112]",blues
"[-287.9319, 124.01078, 5.4674478, 33.66307, 1.091654, 14.703699, -4.8811417, 8.668892, 0.78433156, 6.5760803, -4.875815, -3.1767612, -5.538258, -6.779148, -2.6465132, -2.9903204, -3.3829944, -1.858984, 1.839186, -4.8913555, -5.5366764, -3.611239, -2.0613203, -6.509808, -6.871236, -2.781895, 1.6405019, -1.8866963, -4.6768107, -3.332531, -2.253273, -1.9183099, -1.8669318, -1.3511275, -2.925289, -2.6896744, -1.29857, -1.4034742, -1.2837462, 0.8156746]",blues
"[-207.2383, 132.82741, -15.45408, 60.980972, 0.71902645, 12.461329, 1.163385, -1.5329198, -17.89585, 8.360363, -2.459651, -0.5846392, 0.37226456, 2.5984128, -5.186428, -9.530309, -9.2374735, -2.8471038, -1.4193835, -5.933353, 7.767243, 4.087648, 4.05793, 3.6490533, 6.0037694, 0.42371097, 2.0495706, 1.4338621, 6.502817, 9.650159, 6.680248, 0.18571639, -2.3584752, -1.0697441, -0.26152712, 4.1261992, 0.78879094, 0.53564113, 0.9411985, 3.3003025]",blues
"[-209.80392, 124.46476, 10.309393, 47.016357, 6.478227, 15.41512, -2.0159419, 6.7262187, -21.543222, 10.720835, -5.5328465, -2.1957276, -3.0491858, 8.643513, -0.30701312, -0.6329177, -2.9335587, -1.7062988, -1.7673149, -7.755139, 3.4195647, 3.5794141, 2.81317, -0.63404316, 3.5638633, -5.524269, 0.75086707, 5.15997, 8.5307455, 5.956264, 7.4435406, 1.6496032, -0.5438527, 2.1704035, 3.7535546, 2.5672157, 0.38704827, -0.09665731, -1.5357484, 1.3135753]",blues
"[-305.66437, 113.07102, 12.107334, 45.052197, 17.734386, 14.590071, 4.147996, 0.22631128, -7.021587, 13.646477, 8.91421, 1.3037988, 5.954979, 8.547473, 1.1196222, 0.5982414, 0.060842562, -3.7137508, -0.99353415, -1.8043829, 4.9606986, 4.335031, 3.4170096, 1.2741938, 2.875421, 2.228457, 3.4693353, 6.0261836, 7.77023, 9.802873, 8.95339, 3.793344, -1.936009, -0.68857175, 1.9562247, 2.851596, -0.052378573, -0.79402405, -2.332264, 1.6225644]",blues
"[-238.51962, 120.10219, -4.2219477, 42.294594, 5.923822, 13.911398, 5.350524, 1.8952675, -16.928087, 12.343145, 3.9388995, -1.3966831, 0.013027796, 3.585257, -4.500639, -5.539846, -6.8845096, -4.824554, 1.7439975, -1.8783106, 6.8886385, 5.3057194, 5.537906, 0.5440275, 1.8469826, -0.08214083, 4.235516, 4.3461466, 5.972626, 6.7789073, 4.517948, 1.384199, -0.052774828, -0.6148568, -2.3416564, 1.8995878, -0.57299495, -1.7211281, -1.4194747, 2.1596074]",blues
"[-233.77281, 120.66434, -3.1640923, 39.514828, 3.8315241, 18.828156, -3.678738, 4.4254684, -14.964929, 17.571478, 1.8461249, 2.5500886, -1.2302392, 8.437056, -0.2002477, -3.8908293, -4.4561353, 0.011000773, 1.2948039, -2.0984619, 6.7892632, 0.58530533, 1.6381477, -0.7314889, 3.0726047, -1.9939363, 3.6389747, 3.613337, 3.6253002, 0.6710379, 5.3867164, 8.283115, 8.566068, 5.548951, 0.64700854, -2.012493, -0.7884426, 3.9996028, 0.49969488, -0.89294577]",blues
"[-245.68724, 140.48125, -2.7912188, 60.404514, 18.903513, 9.828395, 3.563824, 0.52286255, -16.378489, 6.6293535, 7.2584243, -4.021235, 1.6011248, 5.8965745, -3.0172145, -4.7756925, -3.0362885, -1.9979147, -0.049571782, -3.9618294, -0.39036062, 1.9787873, 0.46754536, -1.8194242, 2.7958221, 0.6350085, 1.4149065, 4.8250365, 3.6250064, 2.6749988, 4.7974286, 6.652522, 7.7428875, 6.7837853, 0.33915856, -1.7995279, 0.13129243, 2.411912, 2.5563343, 0.1066819]",blues
"[-252.48178, 104.94516, 15.296445, 42.68784, 6.770452, 21.611765, -1.3111783, 5.6817455, -16.636873, 12.16935, -1.9619532, 1.9602653, -0.89822775, 7.7623606, 2.3758616, 1.7791145, 1.3305405, 3.6150515, 4.9065995, -2.6610513, 4.108048, 2.2107768, 2.5487442, -1.617995, 2.8880687, -3.0624762, 0.24144314, 0.5599197, 4.8141723, 3.662896, 3.539385, 0.7391994, 1.6082972, 3.3467624, 2.3809478, 3.213437, 0.05895689, -1.4272225, -0.56407714, 2.4639738]",blues
"[-236.67947, 138.4056, -4.9304795, 47.6545, 5.1578503, 8.887806, 0.48740566, -3.788342, -14.984866, 10.428946, -0.34138432, 0.7833589, 1.7809838, 4.2295604, -0.47476935, -6.104543, -5.394643, -1.3449991, -3.725463, -4.37371, 4.5424595, 0.07431986, 5.442293, 3.7088485, 1.9625505, 0.33865112, 4.96369, 2.3795106, 0.43545878, 1.8166517, 5.914307, 10.841658, 8.701644, 5.5548515, 2.368144, -0.42195618, -2.1511402, 1.4968754, -0.9567268, -1.8855915]",blues
"[-230.36378, 127.07773, 7.114696, 39.767056, 1.9217218, 17.410606, -5.626918, 8.2406645, -18.116043, 13.844725, -3.7571113, 2.579849, -4.3167143, 6.797995, -6.1670136, -6.2006335, -4.5018964, -1.8255954, -0.51590997, 1.5071843, 8.99447, 4.414147, 6.2053766, -1.6326698, -0.3931443, -3.0037675, 1.587629, 0.16816215, 4.99297, 0.56348014, 1.4701096, 3.0915086, 6.6852374, 6.4862194, 4.51936, -0.7840293, -2.265273, -0.41921127, -2.6120565, -0.8502432]",blues
"[-264.67126, 138.85434, 11.16733, 48.52393, 14.904312, 20.586437, 3.2061763, 1.2635795, -15.839374, 15.975112, 3.358218, -1.5066409, 1.8969209, 6.3134995, -0.99598384, -2.4147835, -3.6791573, 0.4992716, 5.0440598, -0.7863167, 5.0121827, -0.1440696, -1.5629917, -1.0378021, 3.0504642, -1.9822404, 2.42946, 2.3189197, 0.098457806, 0.20578279, 1.6858253, 1.7363489, 1.0081261, 0.62305063, 1.917183, 2.6859033, -0.46082956, 3.3247647, 3.393175, 1.1272765]",blues
"[-233.96312, 136.14453, 3.3066366, 48.930626, 8.705184, 13.989511, 5.3627157, 0.4101891, -13.483557, 16.860369, 5.134752, -2.2307272, 3.9538214, 5.3132124, 0.8079431, -1.1003898, -4.5396314, -2.4259493, 3.3244362, -0.6058455, 7.0706553, 3.053925, 0.5766664, 0.6006791, 2.7848127, -1.442673, 2.048664, 5.606962, 2.9332485, 2.103997, 2.5272934, -0.4560104, -2.2324367, 0.115363985, -0.4647839, -0.15148897, -0.30590257, 5.0410714, 5.3123503, 1.6475724]",blues
"[-227.2558, 137.76518, -14.502318, 63.57536, 5.6017485, 11.988768, 1.8891488, -1.8709353, -7.618036, -2.4516425, -2.8980217, -9.433825, -10.939208, 3.5636466, 4.152738, 0.094712116, -2.9802275, -1.3866447, 7.5348935, -3.0437849, -5.870412, -3.2586572, 0.8357926, 3.7291644, 3.7117362, 1.764832, -0.19198146, -4.3020115, 0.28750777, 1.4619999, 3.9184892, 7.197074, 4.6453424, -0.21001531, -7.197778, -7.1101923, -2.1515155, 0.72924656, -2.297558, -3.8659828]",blues
"[-274.37683, 130.40738, -6.357468, 70.38822, 13.269664, 9.47218, 7.7330894, -1.2365489, -0.5709879, -2.2971628, 3.7794154, 0.085482165, -0.9368571, 2.2968419, 4.289634, -1.6617899, -10.439051, -6.7934256, -1.0635625, -1.5890816, -1.1818292, -1.273819, 2.4839592, 3.0541933, 1.3547117, 1.8956174, -0.60382897, -1.5892918, 5.5003, 8.9374075, 7.526288, 5.8485994, 2.1606169, -3.352841, -7.3253427, -4.633224, -1.1211293, -0.9452619, -4.8595915, -5.7443247]",blues
"[-249.31532, 131.00032, 0.67786974, 66.704155, 17.911272, 4.623277, 6.603809, 1.2421156, 1.4099408, -1.5849273, -0.9725388, -3.5726156, -2.9297996, 4.5961614, 7.480731, -0.19306459, -2.8259156, -2.6829553, 0.7411382, -0.5292368, -3.014625, 0.9686774, 1.4384369, 1.6078529, 2.9502316, 1.343986, -0.2552697, 0.12503994, 4.1796665, 6.5274825, 2.555041, -1.4900765, -1.5836751, -4.080866, -5.6692004, -2.2922876, -0.6879482, -1.5162853, -4.7850842, -1.8166947]",blues
"[-284.64056, 108.80131, 9.085324, 51.198055, 18.071894, 7.6021533, 8.755716, 2.3540907, 0.0033667993, 2.248496, 4.1991243, -3.283063, 1.6176822, 2.679472, 3.3437948, 3.2793777, -4.5331836, 0.48806825, 5.9214964, 3.2215705, 1.8752787, 1.3635288, 2.4384894, 0.6670245, -1.7899382, -1.4184328, -1.3413029, -1.875486, -2.5204391, -2.2657835, -1.2103511, 0.4655845, 0.16849956, -3.2945669, -4.2297516, -2.2400405, 1.0810903, 0.17249894, -4.9059386, -2.502637]",blues
"[-228.20981, 130.32317, -23.311422, 70.20095, 1.1310546, 7.584427, 0.90051055, 1.9828155, -6.1644154, -9.382748, -2.5637798, -4.5257525, -0.26046443, 0.17552163, -1.522912, 1.4664073, -6.979135, -8.328394, 4.236806, 0.98863906, 2.6297538, 1.5644879, 0.11981895, -2.6892385, -2.3507226, -0.30127728, -1.4663256, -0.2584374, -0.147345, -3.940244, -3.1054401, -4.264293, -6.720831, -5.1720533, -7.489422, -6.5608854, -5.5054173, -4.5530868, -3.5563023, 2.674288]",blues
"[-248.98882, 139.05774, -16.27087, 57.137146, 20.188507, 10.186956, 4.5429106, 0.3310717, -7.8745785, -3.4545712, -2.6574361, -2.8329575, -0.90465844, -2.4093251, 2.569936, -5.852057, -12.404833, -7.3133807, -0.93787175, -2.6867251, -3.0036664, -2.4216294, -0.8222048, 1.1910578, 0.7344841, -0.5753518, -3.1793349, -2.4051156, 2.0995445, 4.7656183, 7.230378, 5.9440603, 0.54377055, -4.5021176, -6.732067, -3.299359, -0.21187906, -0.78192663, -4.743557, -4.4192815]",blues
"[-233.72897, 101.19028, 17.647951, 23.734175, 2.082544, 25.9364, -16.956388, 15.084955, -22.273956, 4.3816123, -23.201656, -6.05058, -5.0679283, 1.0592706, -5.786865, -8.313065, -11.38215, -6.724382, -10.0169525, -14.028803, -13.949056, -12.28715, -15.633728, -17.245676, -7.6343775, -11.212245, -7.3376966, -12.7098255, -6.6017103, -7.423319, -6.497982, -3.388291, -1.7051291, -6.9412313, -3.5822358, -3.744266, -6.607316, -0.35946772, -1.0142545, -4.344858]",blues
"[-206.93233, 117.80414, 23.241365, 28.308992, -1.126013, 18.867393, -21.973022, 17.844067, -25.595348, 2.139523, -17.782476, -8.011028, -17.610441, -8.119411, -8.629656, -15.530965, -15.322778, -9.662424, -10.0919695, -17.832165, -6.5322485, -6.57585, -12.746852, -12.201312, -8.9896965, -12.402233, -5.775627, -11.5358515, -6.611138, -7.0919957, -11.969863, -12.416803, -10.964232, -10.986853, -8.702703, -3.1680043, -3.4803743, -4.7286434, -0.5413456, 1.4676634]",blues
"[-221.87302, 110.8554, 18.636082, 30.92296, 3.296436, 22.585636, -20.40369, 12.121834, -26.332514, -4.367301, -26.395552, -13.04718, -12.667626, -1.8228295, -7.255052, -6.657476, -14.686026, -11.712328, -11.020866, -13.38948, -15.688602, -15.295576, -13.746363, -16.167002, -5.245365, -11.316534, -9.463652, -14.043401, -6.326785, -2.2048538, 1.1523641, 0.34069192, -4.7450657, -4.6580153, -2.2135575, -5.0302696, -7.110278, -2.420319, -5.5893993, -9.189037]",blues
"[-288.7327, 105.90115, 18.776207, 23.682646, 5.6820407, 25.54894, -13.463248, 12.437668, -11.963671, 1.5746144, -15.640524, -6.632071, -11.693039, -2.926763, -7.375716, -15.69388, -10.976883, -10.892729, -18.505384, -19.104548, -8.738504, -10.333421, -14.998673, -17.337934, -11.286087, -6.723761, -3.687154, -5.666548, -4.602922, -8.290403, -6.5921283, -9.4573345, -9.7368145, -10.604955, -8.316306, -3.0675883, 0.7984021, -1.6843292, -3.3653235, -3.9760308]",blues
"[-238.96988, 108.68233, 34.158813, 30.20716, -0.49822152, 27.279755, -21.377928, 14.166391, -24.509224, -1.8904003, -28.051817, -11.25711, -16.457558, -7.635429, -12.788069, -15.356443, -13.739163, -7.4004865, -10.083455, -13.290667, -8.915051, -11.1632185, -14.159268, -15.470993, -8.656145, -8.817092, -1.4028391, -9.850776, -6.2584863, -8.975223, -8.7732, -8.086417, -6.1147394, -7.817044, -7.5446596, -8.01763, -5.897451, -1.0585686, 2.224824, 3.7218995]",blues
"[-217.18364, 105.78522, 15.602849, 25.24884, -1.4500507, 30.19327, -17.716621, 17.319042, -27.213606, 4.338282, -20.0573, -10.700285, -14.228785, -5.1557755, -3.4822617, -6.1949677, -15.323164, -6.8316145, -9.825101, -13.942625, -13.694591, -15.135343, -11.592969, -13.282487, -4.788963, -6.9643188, -5.5628605, -13.958131, -11.704697, -6.4005704, -6.000615, -5.2064133, -3.7519562, -6.6200914, -2.2940338, -3.02492, -6.7121067, -3.8012352, -0.49343497, -4.5835834]",blues
"[-171.79478, 120.28173, 15.331755, 21.094315, -5.3954434, 24.185543, -24.130846, 18.545134, -22.342924, 1.3107386, -20.765268, -4.991692, -17.108126, -7.874078, -15.293675, -9.349588, -8.917147, -8.521506, -14.332618, -19.928354, -14.489272, -4.4329677, -6.340664, -13.974564, -15.092772, -18.510973, -9.768491, -7.230452, 0.020662973, 4.3913465, -0.72954136, -7.596136, -6.391265, -6.6344085, -7.5399523, -7.345588, -5.2601433, -6.4820533, -6.3342705, -8.995858]",blues
"[-200.18538, 116.348595, 17.990738, 25.287697, 0.28717092, 24.193771, -22.253931, 11.182934, -26.854319, -7.637254, -24.876745, -12.010829, -17.024942, -8.125703, -11.95662, -12.614473, -14.187262, -8.2080765, -15.015217, -10.310198, -10.416925, -12.85625, -11.82706, -17.593256, -9.0337305, -8.072908, -0.29875195, -6.7345223, -3.2474453, -4.5177336, -3.5131998, -7.0742235, -2.2556188, -8.151273, -11.330888, -6.8585954, -6.482192, -0.15428361, 6.32857, 2.9907181]",blues
"[-328.56018, 102.709816, 19.872597, 26.714405, 7.1520658, 22.708387, -6.9570885, 12.789707, -10.729283, -0.44259915, -12.386709, -8.909131, -9.215009, -9.087684, -8.995918, -7.6505113, -7.2106442, -9.389374, -4.4802666, -3.671359, -1.0500295, -2.5922723, -11.53364, -19.036211, -13.710566, -4.6349545, -0.20687434, -7.197426, -8.904481, -11.24285, -7.8009934, -2.9663439, -6.14186, -11.273276, -11.240985, -8.96103, -8.092617, -3.8286858, 7.5297985, 10.96368]",blues
"[-192.69032, 111.157486, 21.351843, 26.396648, -0.6495015, 23.487047, -25.476698, 16.92198, -16.971931, 5.785404, -25.736197, -5.0530744, -17.632252, -7.9180593, -15.15891, -12.352484, -17.237364, -7.785286, -13.0390215, -17.93637, -8.50349, -4.932542, -11.499352, -10.165698, -8.138458, -17.354864, -5.1305103, -9.575147, 1.0095496, 5.3740363, 3.4093542, -2.8604193, -3.4028218, -6.194467, -3.8078773, -4.614733, -5.0362844, -6.7675576, -6.642986, -10.254915]",blues
"[-301.70804, 111.53328, 21.896053, 16.15057, 8.198791, 22.081917, -8.601798, 1.4827532, -17.077759, -8.343712, -17.010778, -10.576027, -15.687029, -12.606835, -12.262773, -14.563126, -10.112008, -5.792038, -7.775544, -7.1875286, -6.5276713, -6.225676, -12.392904, -16.330412, -11.472734, -12.738586, -3.4837844, -6.5322094, -7.4564347, -7.576477, -8.2145405, -9.293279, -4.620134, -7.6602817, -11.390906, -7.406171, -8.525244, 0.10680584, 6.2724376, 3.9126132]",blues
"[-110.285034, 90.71587, -2.5352986, 74.0649, -11.763082, 39.210945, -13.171311, 20.544195, -17.162983, 12.81397, -21.437147, 5.957196, -8.026906, 4.240609, -16.484732, 6.549281, -5.6958103, -3.6384895, -4.8583665, 1.8528223, -5.490514, -4.6858053, -0.9748981, 1.8306034, 2.8904068, 0.60264283, -2.7087307, -2.999348, -2.9526608, -4.8469963, -0.7741971, -2.2701895, 0.8963268, 1.6736244, 0.50678, -1.891847, 3.0022397, -2.172773, -2.8511834, -5.2350655]",blues
"[-107.203255, 88.49289, -4.1719, 55.477848, -8.0177145, 38.413597, -6.4136605, 28.57575, -19.81994, 13.244698, -19.248566, 12.076122, -4.582267, 3.78424, -16.988953, 11.621647, -7.3614445, -3.6652527, -7.1768236, 1.9731815, -1.8434199, -0.735221, 3.1615312, 4.29234, -1.195694, -3.9111903, -10.618957, -3.9262722, -2.185116, -0.38709372, -0.75867975, -5.421643, -1.6411012, 0.9019108, 1.4729376, -3.9549694, 0.5706857, -1.9387333, -2.054595, -5.0004163]",blues
"[-159.5804, 69.80602, -4.402107, 76.845116, 3.9148974, 45.175888, -4.860274, 32.20158, -9.805074, 7.809358, -21.826738, 9.69575, -2.5847604, 3.310845, -14.973028, 10.230251, -4.087701, -5.8481755, -2.4740317, 6.6542916, 3.7019038, -10.249194, -6.6819367, -5.4454894, -2.369251, -1.8140037, -1.6112292, -1.6633471, -6.12274, -4.0859275, 3.0010858, -7.9225335, -6.0863194, -2.7076604, -2.3298, -5.5765667, 4.698379, -0.08250348, -3.123962, -1.3034077]",blues
"[-109.1407, 100.61965, -8.666454, 47.35473, -6.568465, 39.617756, -8.521924, 29.572609, -16.594837, 13.170881, -24.213415, 6.5830193, -8.652447, 4.9302616, -15.440971, 1.534258, -6.7545257, 1.4151897, -3.9717412, 3.2871606, 0.027509898, -0.28059065, -1.1346574, -2.142058, -2.7956326, -1.3754361, -6.018461, -2.6218429, 1.7071072, -2.3855734, -0.78550106, 1.5346122, -1.5727082, -4.3335276, -0.5034117, -1.9408447, 0.2005193, -1.9683926, -0.7451022, -1.7745262]",blues
"[-109.53125, 86.9288, -8.606026, 64.480484, -6.302876, 43.645935, -8.295385, 28.543201, -14.081492, 8.137968, -21.48412, 11.087112, -5.095304, 3.98011, -12.861199, 12.336353, 0.017294982, -0.7424919, -5.134484, 3.2994611, -0.54288214, -6.321916, -2.9085214, -0.7877574, -3.9452245, -3.0822587, -6.942631, -4.2083735, -5.2391105, -0.65082127, 3.247983, -4.440081, -2.2394853, 0.31693226, -1.2132367, -5.2265816, 3.194969, -1.5842514, -3.5638864, -5.2603116]",blues
"[-163.24342, 89.783844, 12.974768, 80.69835, 3.6637852, 39.734093, -5.409266, 26.490929, -13.169032, 2.7055442, -20.547697, 6.011405, -2.9064913, -0.43132123, -17.537825, 4.16445, -5.9858313, -7.8653197, -8.567486, 1.8536395, -1.1193118, -7.0204186, -3.7936182, -6.2637053, -2.58008, -5.9186983, -6.963161, -5.915725, -2.9906423, -5.0551424, 3.2448483, -3.775793, -6.751654, -1.6798136, -1.5103493, -4.2644334, 0.124400765, -2.8115275, -3.284448, -7.279067]",blues
"[-182.60481, 90.67421, 14.124648, 67.552986, 2.6751463, 38.430412, -8.419176, 24.123713, -13.794528, 4.8405757, -16.67912, 5.8271165, -5.146392, 0.19292587, -14.4914665, 6.862848, -4.4426827, -2.9876113, -4.8196287, 5.403775, -1.1536608, -4.647284, -4.403297, -1.5572805, -0.09769026, -0.7154416, -3.3997142, -3.997886, -4.204981, -5.097391, 3.0848916, -2.8991585, -2.2627962, 0.24344936, -0.31889775, -1.2824659, 2.526778, -0.5166915, -1.7804115, -2.6929898]",blues
"[-149.96422, 93.663895, 6.347333, 71.49793, -8.129108, 36.19368, -9.783754, 17.647097, -21.112295, -0.13059248, -22.204636, 5.426575, -7.464398, -4.3298597, -12.407085, 9.623547, -5.024197, -3.7060928, 2.3371365, 4.1607966, 2.0204582, -6.773987, 1.9676379, 1.9957988, -2.0871778, -0.9158009, -4.963129, -5.8848257, -7.449598, -6.8541446, -0.8066167, -1.5291182, 2.9393754, -3.5821483, -1.695925, -3.3744025, 1.1251211, -2.216012, -4.4162035, -5.313712]",blues
"[-106.39663, 102.66919, -20.160872, 59.366917, -9.9604225, 33.702366, -14.187068, 23.52456, -13.328019, 16.00551, -18.92649, 7.824947, -7.7978344, 4.040652, -11.352144, 2.0696385, -5.7369714, 0.46918017, -1.9118732, -3.134414, -7.8752975, -2.8274472, 3.5163977, 0.89552885, 1.4472148, -3.4338048, -8.370854, -4.6992245, 0.6112504, -0.9292309, -1.6842742, -4.906317, -1.7279161, -4.256902, 0.9957912, -2.1357417, 2.1184096, -2.3407238, -1.8910525, -5.8839636]",blues
"[-255.96312, 110.83974, 21.46607, 67.558914, 4.2955728, 43.095005, -4.5027637, 10.435257, -8.718684, 1.6503065, -20.581207, -2.4358413, -7.146028, -11.169808, -12.609449, 2.7359972, -8.942252, -7.9447265, -2.3537965, -0.7145346, 1.5596077, -5.930882, 0.43965545, -0.6944105, 0.20181197, 1.315731, -3.9469545, -4.8841343, -0.6206832, -1.1773527, -1.0788714, -5.3106294, -0.59215635, -4.212368, -6.220847, -4.953977, -1.2724369, -2.6642005, -4.9474216, -2.9676282]",blues
"[-83.02949, 107.10441, -25.338032, 57.1057, 0.07983578, 34.69768, -11.060306, 20.544292, -11.203026, 14.825527, -10.235622, 12.548191, -9.764642, 2.5628443, -6.2880325, 3.0061862, -8.714562, -0.33176583, -2.9872, 0.7050281, -0.7283392, 6.8965554, 2.3243625, -1.488839, -1.0382704, -3.9928913, 2.0545237, 0.8933286, -0.32348546, -1.870337, 0.21397208, -3.1689012, -1.3920583, -2.5743988, 2.764515, -0.9419775, -0.2984285, -6.6922097, -1.9204286, -0.4347697]",blues
"[-55.631004, 114.9514, -37.04922, 64.900314, -7.1699824, 15.256332, -16.247622, 18.646315, -9.762152, 21.460814, -5.662462, 12.79181, -16.540876, 3.7969823, -7.9076314, 8.472277, -4.0752034, 3.2032907, -5.1877713, -1.2790169, 0.47259328, 3.4297645, -1.1249185, 0.29425743, -0.33405313, -4.6403294, 1.470479, -1.7529219, -3.1423008, -1.4839517, -2.5131414, -5.931012, 1.7752321, -2.178501, 2.8713078, -3.397337, -2.2930582, -5.088395, -2.649649, -3.7363613]",blues
